Type,Name,Pillar,Category,SubCategory,HasImage,Brand,Description
Product,Puppy Growth Meal Pack,dine,Daily Meals,Special Diets,Yes,,Specially formulated meals for puppies under 12 months. Higher protein and calci
Product,Salmon Biscuit Box,dine,Treats & Rewards,Everyday Treats,Yes,,"12 hand-baked salmon biscuits. No soy, no chicken, no artificial preservatives. "
Product,Peanut Butter Drops,dine,Treats & Rewards,Everyday Treats,Yes,,"Soft peanut butter drops, small enough for rapid reward training. No xylitol, no"
Product,Mixed Veggie Chews,dine,Treats & Rewards,Everyday Treats,Yes,,"Dehydrated carrot, sweet potato, and apple chews. Naturally low calorie. Great f"
Product,Lamb Jerky Strips,dine,Treats & Rewards,Everyday Treats,Yes,,Slow-dried lamb jerky strips. Novel protein for dogs with chicken and soy allerg
Product,Salmon Training Bites,dine,Treats & Rewards,Training Rewards,Yes,,"Tiny salmon treat bites, 1cm each — small enough for rapid reward training."
Product,Peanut Butter Training Bites,dine,Treats & Rewards,Training Rewards,Yes,,"Soft peanut butter training bites. Breaks in half easily. No soy, no xylitol."
Product,Freeze-Dried Liver Bites,dine,Treats & Rewards,Training Rewards,Yes,,Freeze-dried beef liver bites. The highest-value training treat — use for breakt
Product,Birthday Salmon Cake,dine,Treats & Rewards,Birthday Treats,Yes,,"A full birthday cake for Mojo. Salmon base, sweet potato frosting, bone biscuit "
Product,Birthday Treat Platter,dine,Treats & Rewards,Birthday Treats,Yes,,"12 assorted birthday treats: 4 salmon biscuits, 4 peanut butter drops, 4 veggie "
Product,Paw Print Birthday Cupcakes,dine,Treats & Rewards,Birthday Treats,Yes,,6 cupcake-sized treats with paw print decoration. Salmon or peanut butter base. 
Product,Allergy-Safe Treat Variety Pack,dine,Treats & Rewards,Allergy-Safe,Yes,,"12 mixed treats confirmed free of: soy, chicken, wheat, dairy, corn, beef, artif"
Product,Salmon-Only Biscuits,dine,Treats & Rewards,Allergy-Safe,Yes,,Single-ingredient salmon biscuits. Nothing added. Recommended for elimination di
Product,Canine Immunity Booster,dine,Supplements,Immunity & Treatment,Yes,,"A blend of antioxidants including vitamin C, vitamin E, and selenium. Vet-checke"
Product,Turmeric & Black Pepper Blend,dine,Supplements,Immunity & Treatment,Yes,,Organic turmeric with black pepper for bioavailability. Natural anti-inflammator
Product,Medicinal Mushroom Complex,dine,Supplements,Immunity & Treatment,Yes,,"A blend of Reishi, Shiitake, Turkey Tail mushrooms. Turkey Tail has specific res"
Product,Vitamin B Complex,dine,Supplements,Immunity & Treatment,Yes,,Comprehensive B vitamin complex to support energy levels and nervous system heal
Product,Glucosamine & Chondroitin,dine,Supplements,Joint & Mobility,Yes,,Premium glucosamine sulphate with chondroitin and MSM. Supports cartilage health
Product,Green-Lipped Mussel Powder,dine,Supplements,Joint & Mobility,Yes,,"New Zealand green-lipped mussel powder. Natural source of omega-3 fatty acids, g"
Product,Probiotic Powder — Daily Gut Support,dine,Supplements,Digestion & Gut,Yes,,Broad-spectrum probiotic powder with 10 billion CFU per serving. Important for d
Product,Digestive Enzyme Blend,dine,Supplements,Digestion & Gut,Yes,,"Blend of digestive enzymes (protease, lipase, amylase) that support optimal nutr"
Product,Slippery Elm Gut Soother,dine,Supplements,Digestion & Gut,Yes,,Slippery elm bark powder. Natural demulcent that soothes and coats the gut linin
Product,Salmon Oil — Omega 3 & 6,dine,Supplements,Skin & Coat,Yes,,"Cold-pressed wild salmon oil. Rich in omega-3 and omega-6. Supports skin health,"
Product,Coconut Oil — Skin & Coat,dine,Supplements,Skin & Coat,Yes,,Organic virgin coconut oil. Can be given orally or applied topically. Supports s
Product,Cold Pressed Salmon & Vegetable Patty,dine,Frozen & Fresh,Cold Pressed,Yes,,Cold pressed salmon patties. The cold pressing process retains 3x more nutrients
Product,Cold Pressed Lamb & Quinoa Patty,dine,Frozen & Fresh,Cold Pressed,Yes,,Cold pressed lamb and quinoa. Ideal for multi-allergy dogs. Novel protein reduce
Product,Raw Salmon Mince,dine,Frozen & Fresh,Raw,Yes,,Raw minced salmon. Suitable for BARF diets. Single protein source.
Product,Freeze Dried Salmon Nuggets,dine,Frozen & Fresh,Freeze Dried,Yes,,Freeze dried raw salmon nuggets. All the nutrition of raw with the convenience o
Product,Fresh Cooked Salmon Weekly Box,dine,Frozen & Fresh,Fresh Cooked,Yes,,A week of freshly cooked salmon and vegetable meals. Prepared and delivered fres
Product,Salmon & Sweet Potato Biscuit Recipe,dine,Homemade & Recipes,Quick Recipes,Yes,,"Quick biscuit recipe using salmon, sweet potato, oat flour, and egg. No soy. No "
Product,Peanut Butter Frozen Treats Recipe,dine,Homemade & Recipes,Quick Recipes,Yes,,"Simple recipe for frozen peanut butter treats. Blend peanut butter, banana, coco"
Product,Salmon & Oat Ingredient Pack,dine,Homemade & Recipes,Quick Recipes,Yes,,Pre-measured ingredient pack for the Salmon Biscuit Recipe. Includes 200g fresh 
Product,Slow-Cooked Lamb Stew Recipe,dine,Homemade & Recipes,Weekend Recipes,Yes,,A slow-cooked lamb and vegetable stew. Makes 7 servings. Freeze in portions. Exc
Product,DIY Salmon Birthday Cake Recipe,dine,Homemade & Recipes,Special Occasion,Yes,,Step-by-step recipe for Mojo's salmon birthday cake. Includes sweet potato frost
Product,Birthday Cake Ingredient Pack,dine,Homemade & Recipes,Special Occasion,Yes,,"Everything for the DIY Salmon Birthday Cake. Salmon, sweet potato, oat flour, eg"
Product,Doggy Safe Ingredients Reference Guide,dine,Homemade & Recipes,Ingredient Guide,Yes,,"Comprehensive guide to dog-safe and dog-unsafe ingredients. Covers allergens, to"
Product,Silk & Shine Shampoo,care,grooming,Shampoo & Conditioner,Yes,,"Long silky coat formula, pH balanced"
Product,Oatmeal Conditioner,care,grooming,Shampoo & Conditioner,Yes,,"Detangles and softens, no parabens"
Product,Aloe & Neem Shampoo,care,grooming,Shampoo & Conditioner,Yes,,"Gentle, anti-itch, skin-soothing"
Product,Medicated Anti-Fungal Shampoo,care,grooming,Shampoo & Conditioner,Yes,,"Chlorhexidine & ketoconazole, vet recommended"
Product,Slicker Brush — Long Coat,care,grooming,Brushes & Combs,Yes,,"Prevents matting, gentle protective pins"
Product,Wide-Tooth Stainless Comb,care,grooming,Brushes & Combs,Yes,,"For silky coats, rust-proof rotating pins"
Product,Home Grooming Starter Kit,care,grooming,At-Home Kits,No,,"Brush, comb, shampoo, conditioner — complete"
Product,Non-Slip Bath Mat,care,grooming,At-Home Kits,No,,"Reduces grooming anxiety, suction cup base"
Product,Ear Cleaning Solution — 120ml,care,grooming,Ear & Eye Care,No,,"Removes wax and debris, vet-recommended"
Product,Tear Stain Remover,care,grooming,Ear & Eye Care,No,,"Safe for use around eyes, pH balanced"
Product,Enzymatic Dental Gel,care,dental_paw,Dental Care,No,,"No-rinse, poultry flavour, breaks down plaque"
Product,Dental Kit — Brush + Gel,care,dental_paw,Dental Care,No,,Finger brush + enzymatic toothpaste starter
Product,Water Additive — Dental,care,dental_paw,Dental Care,No,,"Tasteless, passive plaque control in water bowl"
Product,Dental Chews — Salmon Flavour,care,dental_paw,Dental Chews,No,,"VOHC approved, soy-free, chicken-free"
Product,Organic Paw Butter,care,dental_paw,Paw Care,No,,"Shea butter, coconut oil, vitamin E — food-safe"
Product,Paw Wax Protector,care,dental_paw,Paw Care,No,,Weather and hot pavement protection
Product,Nail Grinder — Quiet Motor,care,dental_paw,Nail Care,No,,"Low vibration, USB rechargeable, anxiety-friendly"
Product,Evening Primrose Oil,care,coat_skin,Skin Supplements,No,,"GLA-rich, reduces skin inflammation, soft gel"
Product,Biotin & Zinc Supplement,care,coat_skin,Skin Supplements,No,,"Strengthens coat, reduces shedding, chicken-liver flavour"
Product,Coconut Oil — Topical & Edible,care,coat_skin,Coat Oils,No,,"Virgin, unrefined — topical or food"
Product,Calendula Soothing Spray,care,coat_skin,Topical Care,Yes,,"Natural antiseptic, anti-itch, safe if licked"
Product,Vet Discovery Service,care,wellness_visits,Vet Discovery,No,,Concierge finds 3 trusted vets near you
Product,Vaccination Record Book,care,wellness_visits,Vaccination,No,,"Physical A5 booklet, also digital"
Product,Orthopaedic Memory Foam Bed,care,senior_care,Mobility Aids,No,,"4-inch memory foam, waterproof liner, non-slip"
Product,Pet Ramp — Foldable,care,senior_care,Mobility Aids,No,,"Non-slip carpet, adjustable 30–70cm, 40kg capacity"
Product,Self-Warming Blanket,care,senior_care,Comfort Products,No,,"Mylar-lined fleece, no electricity needed"
Product,Raised Feeding Station,care,senior_care,Comfort Products,No,,"Adjustable height, reduces neck strain"
Product,Glucosamine & Chondroitin,care,senior_care,Senior Supplements,No,,"Salmon-flavoured chewable, 90-tablet pack"
Product,Omega 3 Senior Formula,care,senior_care,Senior Supplements,No,,"High EPA/DHA, brain + heart + coat, pump bottle"
Product,Turmeric & Black Pepper,care,senior_care,Senior Supplements,No,,95% curcuminoids + piperine for bioavailability
Product,Reishi & Turkey Tail Mushroom,care,supplements,Immunity,No,,"Beta-glucan rich, research-backed for cancer support"
Product,Digestive Enzyme Blend,care,supplements,Digestive,No,,"Protease, lipase, amylase, cellulase"
Product,Zylkene — Milk Protein Calming,care,supplements,Calming,No,,"Non-sedating, alpha-casozepine, safe long-term"
Product,Personalised ID Tag — Bone Shape,care,soul_care_products,Personalised,No,,"Laser-engraved, stainless steel, name + number"
Product,American Bully Grooming Essentials Kit,care,grooming,Grooming Tools,No,,"Complete grooming kit for American Bullys — breed-specific shampoo, brush, ear c"
Product,Chow Chow Grooming Essentials Kit,care,grooming,Grooming Tools,No,,"Complete grooming kit for Chow Chows — breed-specific shampoo, brush, ear cleane"
Product,English Bulldog Grooming Essentials Kit,care,grooming,Grooming Tools,No,,"Complete grooming kit for English Bulldogs — breed-specific shampoo, brush, ear "
Product,Irish Setter Grooming Essentials Kit,care,grooming,Grooming Tools,No,,"Complete grooming kit for Irish Setters — breed-specific shampoo, brush, ear cle"
Product,Italian Greyhound Grooming Essentials Kit,care,grooming,Grooming Tools,No,,"Complete grooming kit for Italian Greyhounds — breed-specific shampoo, brush, ea"
Product,Schnoodle Grooming Essentials Kit,care,grooming,Grooming Tools,No,,"Complete grooming kit for Schnoodles — breed-specific shampoo, brush, ear cleane"
Product,Scottish Terrier Grooming Essentials Kit,care,grooming,Grooming Tools,No,,"Complete grooming kit for Scottish Terriers — breed-specific shampoo, brush, ear"
Product,St Bernard Grooming Essentials Kit,care,grooming,Grooming Tools,No,,"Complete grooming kit for St Bernards — breed-specific shampoo, brush, ear clean"
Product,Akita Bath Towel,care,breed-pet_towels,Breed Collection,No,,"Ultra-absorbent microfibre bath towel sized for Akitas — quick drying, soft weav"
Product,Akita Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Akitas — keeps them warm while absorbing moisture
Product,Akita Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Akita artwork — keep sessions mess-free and 
Product,Australian Shepherd Bath Towel,care,breed-pet_towels,Breed Collection,No,,Ultra-absorbent microfibre bath towel sized for Australian Shepherds — quick dry
Product,Australian Shepherd Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Australian Shepherds — keeps them warm while abso
Product,Australian Shepherd Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Australian Shepherd artwork — keep sessions 
Product,Bernese Mountain Dog Bath Towel,care,breed-pet_towels,Breed Collection,No,,Ultra-absorbent microfibre bath towel sized for Bernese Mountain Dogs — quick dr
Product,Bernese Mountain Dog Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Bernese Mountain Dogs — keeps them warm while abs
Product,Bernese Mountain Dog Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Bernese Mountain Dog artwork — keep sessions
Product,Corgi Bath Towel,care,breed-pet_towels,Breed Collection,No,,"Ultra-absorbent microfibre bath towel sized for Corgis — quick drying, soft weav"
Product,Corgi Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Corgis — keeps them warm while absorbing moisture
Product,Corgi Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Corgi artwork — keep sessions mess-free and 
Product,Saint Bernard Bath Towel,care,breed-pet_towels,Breed Collection,No,,"Ultra-absorbent microfibre bath towel sized for Saint Bernards — quick drying, s"
Product,Saint Bernard Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Saint Bernards — keeps them warm while absorbing 
Product,Saint Bernard Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Saint Bernard artwork — keep sessions mess-f
Product,Samoyed Bath Towel,care,breed-pet_towels,Breed Collection,No,,"Ultra-absorbent microfibre bath towel sized for Samoyeds — quick drying, soft we"
Product,Samoyed Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Samoyeds — keeps them warm while absorbing moistu
Product,Samoyed Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Samoyed artwork — keep sessions mess-free an
Product,Shiba Inu Bath Towel,care,breed-pet_towels,Breed Collection,No,,"Ultra-absorbent microfibre bath towel sized for Shiba Inus — quick drying, soft "
Product,Shiba Inu Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Shiba Inus — keeps them warm while absorbing mois
Product,Shiba Inu Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Shiba Inu artwork — keep sessions mess-free 
Product,Spitz Bath Towel,care,breed-pet_towels,Breed Collection,No,,"Ultra-absorbent microfibre bath towel sized for Spitzs — quick drying, soft weav"
Product,Spitz Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Spitzs — keeps them warm while absorbing moisture
Product,Spitz Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Spitz artwork — keep sessions mess-free and 
Product,Weimaraner Bath Towel,care,breed-pet_towels,Breed Collection,No,,"Ultra-absorbent microfibre bath towel sized for Weimaraners — quick drying, soft"
Product,Weimaraner Drying Robe,care,breed-pet_robes,Breed Collection,No,,Cosy post-bath drying robe for Weimaraners — keeps them warm while absorbing moi
Product,Weimaraner Grooming Apron,care,breed-grooming_aprons,Breed Collection,No,,Waterproof grooming apron featuring Weimaraner artwork — keep sessions mess-free
Product,Crash-Tested Car Safety Harness,go,safety,Safety,Yes,,"FMVSS-certified, dual-clip, all breeds"
Product,GPS Pet Tracker Collar,go,safety,Safety,Yes,,"Real-time location, 7-day battery, India coverage"
Product,Elevated Pet Car Seat,go,safety,Safety,Yes,,Booster seat for small dogs — keeps them safe and window-ready
Product,Car Barrier / Seat Divider,go,safety,Safety,Yes,,Keeps large dogs safely in the back seat
Product,Calming Pheromone Spray,go,calming,Calming,Yes,,"DAP formula, use 15 min before journey"
Product,Travel Calming Chews,go,calming,Calming,Yes,,"L-Theanine + Valerian, non-sedating, chicken-free"
Product,Travel Anxiety Relief Kit,go,calming,Calming,Yes,,Spray + chews + compression wrap — complete kit
Product,Airline-Approved Pet Carrier,go,carriers,Carriers,Yes,,"IATA compliant, cabin-ready, padded"
Product,Ventilated Pet Backpack,go,carriers,Carriers,Yes,,"Hands-free travel, mesh panels, 8kg max"
Product,Wheeled Pet Carrier Trolley,go,carriers,Carriers,Yes,,"Airport-ready, extendable handle, IATA approved"
Product,IATA Crate — Small,go,carriers,Carriers,Yes,,"Approved for cargo hold, ventilated"
Product,IATA Crate — Medium,go,carriers,Carriers,Yes,,"Approved for cargo hold, ventilated"
Product,IATA Crate — Large,go,carriers,Carriers,Yes,,"Approved for cargo hold, ventilated"
Product,Portable Memory Foam Travel Bed,go,comfort,Comfort,Yes,,"Sets up in 30 sec, waterproof base, rolls compact"
Product,Waterproof Travel Blanket,go,comfort,Comfort,Yes,,"Machine washable, fits car seat or hotel bed"
Product,Pressure-Activated Cooling Mat,go,comfort,Comfort,Yes,,"No electricity, gel-filled, summer essential"
Product,Collapsible Silicone Bowl Set,go,feeding,Feeding,Yes,,"2-bowl set, carabiner clip, dishwasher safe"
Product,2-in-1 Water Bottle & Bowl,go,feeding,Feeding,Yes,,"Press-release water flow, 500ml, leak-proof"
Product,Airtight Travel Food Container,go,feeding,Feeding,Yes,,"3-day portion, spill-proof, stackable"
Product,Pet Travel Document Organizer,go,documents_id,Documents & ID,Yes,,"Waterproof, fits vaccination records, passport, health cert"
Product,Engraved Travel ID Tag Set,go,documents_id,Documents & ID,Yes,,2 tags — home number + travel contact number
Product,Pet Travel First Aid Kit,emergency,health_first_aid,Health & First Aid,Yes,,"Antiseptic, bandage, tick remover, emergency guide"
Product,Motion Sickness Relief Tablets,emergency,health_first_aid,Health & First Aid,Yes,,"Vet-approved, anti-nausea, safe for frequent use"
Product,Standard Boarding — 1 Night,go,boarding,Boarding,Yes,,Comfortable overnight with meals and walks
Product,Luxury Suite Boarding — 1 Night,go,boarding,Boarding,Yes,,"Private suite, premium care, daily updates"
Product,Daycare — Full Day,go,daycare,Daycare,Yes,,"Supervised play, meals, socialisation"
Product,Daycare 10-Day Pass,go,daycare,Daycare,Yes,,10 days + 2 bonus days
Product,In-Home Pet Sitting — Full Day,go,pet_sitting,Pet Sitting,Yes,,"Sitter comes to your home, 8 hours"
Product,Overnight Pet Nanny,go,pet_sitting,Pet Sitting,Yes,,24-hour in-home care — your dog never leaves home
Product,Pet-Friendly Hotel Stay,go,hotel_discovery,Hotel Discovery,Yes,,Concierge finds and books the right hotel
Product,Stay Essentials Kit,go,hotel_discovery,Hotel Discovery,Yes,,Everything needed for a boarding or hotel stay
Product,Familiar Scent Blanket,go,stay,boarding_comfort,Yes,,Soft blanket with home scent to comfort your dog during boarding — reduces anxie
Product,Boarding Comfort Toy Set,go,stay,boarding_comfort,Yes,,Set of 3 familiar-scent toys — keep your dog occupied and calm in a new boarding
Product,Boarding Food Container Kit,go,stay,boarding_comfort,Yes,,"Labelled, airtight containers for pre-portioned meals — boarding staff know exac"
Product,Medication Organiser for Boarding,go,stay,boarding_comfort,Yes,,Labelled daily pill organiser with care instructions — essential for dogs on med
Product,Daycare Bag — Personalised,go,stay,daycare_essentials,Yes,,"Canvas tote with your dog's name — holds food, treats, collar change, and daycar"
Product,Daycare ID Tag + QR Code,go,stay,daycare_essentials,Yes,,Engraved metal tag with QR code linking to your dog's profile — daycare staff ca
Product,Training Treats — Daycare Pack,go,stay,daycare_essentials,Yes,,"High-value training treats for daycare socialisation — chicken-free, allergy-awa"
Product,Pet Sitter Info Card Set,go,stay,pet_sitting_kit,Yes,,"Laminated A5 cards: feeding schedule, vet contact, emergency numbers, medication"
Product,Sitter Welcome Pack,go,stay,pet_sitting_kit,Yes,,"Complete kit: info card, 3-day food portions, treat bag, poop bags, and emergenc"
Product,Home Key Tag + QR Code,go,stay,pet_sitting_kit,Yes,,Smart key tag with QR code linking to home access instructions and emergency con
Product,Portable Luxury Pet Bed,go,stay,hotel_comfort,Yes,,"Compact roll-up orthopaedic travel bed — fits in cabin luggage, sets up in any h"
Product,Hotel Room Pet Kit,go,stay,hotel_comfort,Yes,,"Waterproof mat, collapsible bowl, poop bags, and pet-safe room spray — everythin"
Product,Pet-Safe Room Spray,go,stay,hotel_comfort,Yes,,"Calming lavender and chamomile room spray — safe for dogs, masks unfamiliar hote"
Product,Waterproof Hotel Floor Mat,go,stay,hotel_comfort,Yes,,Thick waterproof mat protects hotel carpet and gives your dog a defined clean sp
Product,First Stay Calming Kit,go,stay,first_stay_anxiety,Yes,,Complete calming system for dogs entering boarding or a hotel for the first time
Product,Anxiety Wrap / Thunder Shirt,go,stay,first_stay_anxiety,Yes,,"Pressure wrap that reduces anxiety in new environments — scientifically proven, "
Product,Pheromone Calming Collar,go,stay,first_stay_anxiety,Yes,,Releases calming pheromones for up to 30 days — perfect for extended boarding or
Product,Night Light for Boarding,go,stay,first_stay_anxiety,Yes,,"Small battery-powered night light — comfort for dogs anxious in dark, unfamiliar"
Product,Breed Travel Bandana — Stay Edition,go,stay,soul_stay,Yes,,Personalised bandana with breed name and 'Staying at...' — identifies your dog a
Product,Personalised Boarding Tag,go,stay,soul_stay,Yes,,"Engraved metal tag: dog's name, boarding facility name, emergency contact — spec"
Product,Gotcha Day Stay Box,go,stay,soul_stay,Yes,,If your dog's Gotcha Day falls while you're away — a special delivery to the boa
Product,Dog Park Survival Kit,play,outings,outings,Yes,,"Water bottle, collapsible bowl, poop bags, towel, and treat pouch — everything f"
Product,Retractable Longline Lead,play,outings,outings,Yes,,10m training lead for recall practice and free-roaming in open spaces — reflecti
Product,High-Visibility Safety Vest,play,outings,outings,Yes,,Bright reflective vest for evening park runs and dawn walks — keeps your dog vis
Product,Portable Splash Pad,play,outings,outings,Yes,,Foldable water pad for garden or park — instant cool-down splash zone for hot da
Product,Playdate Starter Pack,play,playdates,playdates,Yes,,"Rope toy, tug toy, and treat bag — everything needed for a playdate with another"
Product,Interactive Fetch Launcher,play,playdates,playdates,Yes,,Ball launcher for hands-free fetch — extends play time and reduces wrist strain
Product,Squeaky Ball Set — 3 pack,play,playdates,playdates,Yes,,"Bright durable squeaky balls for park and playdate play — high-bounce, non-toxic"
Product,Hands-Free Running Lead,play,walking,walking,Yes,,Waist-belt running lead — keeps your hands free for morning jogs with your dog
Product,Paw Wax & Protective Balm,play,walking,walking,Yes,,"Protects paws from hot pavements, rough terrain, and sand — travel-size and home"
Product,Walk & Hydration Bottle,play,walking,walking,Yes,,"All-in-one filtered water bottle with detachable bowl — for walks, runs, and par"
Product,Treat Training Pouch,play,walking,walking,Yes,,Magnetic-close treat pouch with waste bag holder and key clip — clips to any lea
Product,Agility Starter Set,play,fitness,fitness,Yes,,"6-piece agility set: hurdles, weave poles, and tunnel — for garden or park use"
Product,Balance Disc for Dogs,play,fitness,fitness,Yes,,Inflatable balance disc for core strength training and coordination — physiother
Product,Pet Weight Scale — Smart,play,fitness,fitness,Yes,,"Digital scale that tracks weekly weight — syncs to pet health app, accurate to 5"
Product,Nose Work Kit,play,fitness,fitness,Yes,,Set of 3 hide containers + instruction card for scent work and mental stimulatio
Product,Weighted Exercise Vest — Canine,play,fitness,fitness,Yes,,"Low-weight vest for building muscle tone during walks — vet-approved, removable "
Product,Puzzle Feeder — Active Level,play,fitness,fitness,Yes,,High-difficulty puzzle feeder for mental stimulation — makes meals a workout
Product,Dog Life Jacket — All Sizes,play,swimming,swimming,Yes,,"Safety swim vest with rescue handle — IATA tested, available in XS to XL"
Product,Post-Swim Microfibre Towel,play,swimming,swimming,Yes,,Super-absorbent quick-dry towel with paw pocket — dries in seconds after swims
Product,Pool Ramp for Dogs,play,swimming,swimming,Yes,,Portable pool exit ramp — prevents exhaustion and injury for dogs who love to sw
Product,Waterproof Ear Protectors,play,swimming,swimming,Yes,,Soft silicone ear covers for swimming — protects against ear infections after wa
Product,Playdate Invitation Card Set,play,soul,soul,Yes,,Custom illustrated cards with your dog's name and breed — send before a playdate
Product,Park Day Bandana — Personalised,play,soul,soul,Yes,,Breed bandana with 'Park Day with [Name]' embroidery — worn on every outing
Product,Fitness Milestone Card,play,soul,soul,Yes,,"Printed card celebrating a fitness milestone — '100 walks', 'First swim', 'Agili"
Product,Play Passport Journal,play,soul,soul,Yes,,"Illustrated journal to track every park, beach, trail, and playdate — a map of a"
Product,Park Day Starter Pack,play,bundles,enjoy,No,,"Everything for a perfect park day — bowl, treats, lead, and a toy"
Product,Playdate Ready Bundle,play,bundles,enjoy,No,,Everything you need for a successful playdate
Product,Weekend Adventure Kit,play,bundles,enjoy,No,,Full weekend kit for outdoor adventures
Product,Social Butterfly Bundle,play,bundles,enjoy,Yes,,"Everything social — tags, cards, bandana"
Product,Beach Day Pack,play,bundles,enjoy,Yes,,Complete beach kit for water-loving dogs
Product,Morning Walk Routine,play,bundles,enjoy,No,,Hands-free walking starter pack
Product,Play Passport Bundle,play,bundles,enjoy,No,,Memory and tracking for every play outing
Product,Agility Starter Kit,play,bundles,fit,Yes,,Complete agility starter set
Product,Weight Management Pack,play,bundles,fit,No,,Full weight management programme starter
Product,Swimming Starter Bundle,play,bundles,fit,No,,Everything for a safe first swim
Product,Senior Active Living,play,bundles,fit,No,,Gentle active kit for senior dogs
Product,Nose Work & Mental Fitness,play,bundles,fit,No,,Mental stimulation bundle
Product,High-Energy Breed Bundle,play,bundles,fit,No,,For high energy breeds that need outlet
Product,Puppy Play & Grow Bundle,play,bundles,fit,No,,Growing puppy play and development kit
Product,Premium ID Tag Set,paperwork,Identity & Safety,identity,No,,"Engraved stainless steel tag with QR code — name, owner, vet, emergency number"
Product,Microchip Information Card,paperwork,Identity & Safety,identity,No,,"Laminated card with microchip number, breed, vet details — fits in wallet"
Product,Society Rules Compliance Guide,paperwork,Identity & Safety,identity,No,,All-breed guide to housing society pet rules in India
Product,Emergency Contact Card,paperwork,Identity & Safety,identity,No,,"Laminated A6 card with vet, pet sitter, emergency vet, poison control"
Product,Vaccination Record Organiser,paperwork,Health Records,health,No,,A5 waterproof folder for all vaccination certificates — slots for 12 cards
Product,Medical History Binder,paperwork,Health Records,health,No,,"Full A4 binder with tabbed sections: vaccines, surgery, medications, vet visits"
Product,Medication Tracker Pad,paperwork,Health Records,health,No,,"30-day medication log pad — time, dose, reaction notes — tear-off sheets"
Product,Vet Visit Summary Cards,paperwork,Health Records,health,No,,"Pack of 20 cards to summarise each vet visit — diagnosis, next steps, meds"
Product,Pet Passport Holder — Universal,paperwork,Travel Documents,travel,No,,Waterproof leather-look A5 holder — fits any pet passport + health cert
Product,Health Certificate Folder,paperwork,Travel Documents,travel,No,,Clear waterproof folder for international health certificates — airline approved
Product,Travel Document Kit,paperwork,Travel Documents,travel,No,,Complete A5 pouch: passport holder + health cert folder + medication card + emer
Product,Airline Pet Travel Checklist,paperwork,Travel Documents,travel,No,,Laminated 2-sided checklist for domestic + international pet travel
Product,Insurance Document Organiser,paperwork,Insurance & Finance,insurance,No,,"A5 waterproof folder — policy number, claim history, renewal dates, contact"
Product,Pet Budget Planner,paperwork,Insurance & Finance,insurance,No,,"12-month budget pad — monthly vet, food, grooming, insurance, sundry tracking"
Product,Claim Tracking Sheet,paperwork,Insurance & Finance,insurance,No,,"A4 pad — track every claim: date, amount, submitted, status, paid"
Product,Pet Insurance Comparison Card,paperwork,Insurance & Finance,insurance,No,,Pocket reference: what to look for in pet insurance — 6 key questions
Product,Breed Archetype Report,paperwork,Breed & Advisory,breeds,No,,"12-page breed-specific report — personality, training, health, nutrition, care"
Product,Life Stage Care Calendar,paperwork,Breed & Advisory,breeds,No,,"Year-by-year care calendar — puppy, adult, senior — what to do and when"
Product,Multi-Pet Household Guide,paperwork,Expert Advisory,advisory,No,,"20-page guide for 2+ dog households — feeding, space, hierarchy, conflict"
Product,New Pet Parent Handbook,paperwork,Expert Advisory,advisory,No,,"Complete first-year guide — vet, food, training, grooming, socialisation"
Product,Pet First Aid Kit — Complete,emergency,First Aid,firstaid,No,,"Full 32-piece kit: gauze, bandages, antiseptic, tweezers, emergency blanket, ins"
Product,Emergency Contact Card Laminated,emergency,First Aid,firstaid,No,,Vet + emergency vet + poison control + pet sitter — fits in wallet
Product,Pet Thermometer Digital,emergency,First Aid,firstaid,No,,"Rectal thermometer with beeper — 30-second reading, essential for emergencies"
Product,Toxic Plant Guide Laminated,emergency,Poison & Toxic Risks,poison,No,,"150 toxic plants, foods and household items — quick-reference A4 laminated"
Product,QR Code ID Tag,emergency,Lost & Found,lost,No,,"Stainless tag with scannable QR — links to profile with all vet, owner, medical "
Product,Pet Emergency Go-Bag,emergency,Evacuation Readiness,evacuation,No,,"Waterproof bag: food pouch, water bowl, docs pocket, leash, first aid pocket, 72"
